,cluster,store,product,m51,m52,m53,m54,SI,Y
0,1.0,1.0,1.0,22.311542944240493,32.31154294424049,42.31154294424049,84.88609052669513,0.8823115429442405,4.71283539827923
1,1.0,1.0,1.0,40.755522712081095,50.755522712081095,60.755522712081095,76.76010871402391,0.9007555227120811,5.742612918442217
2,1.0,1.0,1.0,28.69370297194658,38.69370297194658,48.69370297194658,65.81548630523281,0.8886937029719466,5.1352234756293775
3,1.0,1.0,1.0,33.48569833095265,43.48569833095265,53.48569833095265,61.934791869243895,0.8934856983309527,5.388318914549528
4,1.0,1.0,1.0,31.068843736801,41.068843736801,51.068843736801,75.55875831519425,0.8910688437368011,5.268707957697467
5,1.0,1.0,1.0,27.258990232000922,37.258990232000926,47.258990232000926,62.94495713551309,0.8872589902320009,5.0695983307647605
6,1.0,1.0,1.0,39.388455680466514,49.388455680466514,59.388455680466514,81.30858262047322,0.8993884556804665,5.7015289785024095
7,1.0,1.0,1.0,40.64513844118614,50.64513844118614,60.64513844118614,76.45001836564006,0.9006451384411862,5.771669043100102
8,1.0,1.0,1.0,44.10112949799447,54.10112949799447,64.10112949799446,71.06413742551698,0.9041011294979945,5.953023747234624
9,1.0,1.0,1.0,34.27117509918912,44.27117509918912,54.27117509918912,74.2215482954218,0.8942711750991892,5.446214903781307
10,1.0,1.0,1.0,31.986663751387624,41.986663751387624,51.986663751387624,71.24206844682725,0.8919866637513877,5.324051100453101
11,1.0,1.0,1.0,53.120351922129224,63.120351922129224,73.12035192212923,61.620465393426116,0.9131203519221293,6.415927210887885
12,1.0,1.0,1.0,52.74698874194156,62.74698874194156,72.74698874194156,74.09015704733842,0.9127469887419416,6.404096564797485
13,1.0,1.0,1.0,27.8564239513245,37.8564239513245,47.8564239513245,71.02751218545485,0.8878564239513245,5.118963345418297
14,1.0,1.0,1.0,43.137194065793764,53.137194065793764,63.137194065793764,50.92277609272753,0.9031371940657937,5.898938815010425
15,1.0,1.0,1.0,25.551785841239425,35.55178584123942,45.55178584123942,81.00224304735883,0.8855517858412394,4.9917365652171695
16,1.0,1.0,1.0,36.31038699417142,46.31038699417142,56.31038699417142,55.976749389062846,0.8963103869941714,5.541223088909991
17,1.0,1.0,1.0,32.307734233597216,42.307734233597216,52.307734233597216,67.74918733156619,0.8923077342335972,5.335178616656721
18,1.0,1.0,1.0,43.92616103869178,53.92616103869178,63.92616103869178,56.63794034220581,0.9039261610386918,5.935852758276355
19,1.0,1.0,1.0,40.57293834917698,50.57293834917698,60.57293834917698,73.03721513674371,0.900572938349177,5.7689508082265375
