,cluster,store,product,m51,m52,SI,Y
0,1.0,1.0,1.0,22.311542944240493,32.31154294424049,0.8823115429442405,2.826045459698239
1,1.0,1.0,1.0,40.755522712081095,50.755522712081095,0.9007555227120811,3.8255139528269986
2,1.0,1.0,1.0,28.69370297194658,38.69370297194658,0.8886937029719466,3.214386816614012
3,1.0,1.0,1.0,33.48569833095265,43.48569833095265,0.8934856983309527,3.465148372717649
4,1.0,1.0,1.0,31.068843736801,41.068843736801,0.8910688437368011,3.3426977674307836
5,1.0,1.0,1.0,27.258990232000922,37.258990232000926,0.8872589902320009,3.1453618652434168
6,1.0,1.0,1.0,39.388455680466514,49.388455680466514,0.8993884556804665,3.772473267482902
7,1.0,1.0,1.0,40.64513844118614,50.64513844118614,0.9006451384411862,3.840914350936341
8,1.0,1.0,1.0,44.10112949799447,54.10112949799447,0.9041011294979945,4.02149103972037
9,1.0,1.0,1.0,34.27117509918912,44.27117509918912,0.8942711750991892,3.515879310057695
10,1.0,1.0,1.0,31.986663751387624,41.986663751387624,0.8919866637513877,3.395366488262586
11,1.0,1.0,1.0,53.120351922129224,63.120351922129224,0.9131203519221293,4.485162671951089
12,1.0,1.0,1.0,52.74698874194156,62.74698874194156,0.9127469887419416,4.470651213402548
13,1.0,1.0,1.0,27.8564239513245,37.8564239513245,0.8878564239513245,3.1893730238613394
14,1.0,1.0,1.0,43.137194065793764,53.137194065793764,0.9031371940657937,3.9718943388444248
15,1.0,1.0,1.0,25.551785841239425,35.55178584123942,0.8855517858412394,3.064403335129607
16,1.0,1.0,1.0,36.31038699417142,46.31038699417142,0.8963103869941714,3.6156994077733904
17,1.0,1.0,1.0,32.307734233597216,42.307734233597216,0.8923077342335972,3.4094694595594484
18,1.0,1.0,1.0,43.92616103869178,53.92616103869178,0.9039261610386918,4.009526878638083
19,1.0,1.0,1.0,40.57293834917698,50.57293834917698,0.900572938349177,3.8399374852367303
20,1.0,1.0,1.0,60.89978840428775,70.89978840428775,0.9208997884042878,4.88819963762525
21,1.0,1.0,1.0,40.419713087431376,50.419713087431376,0.9004197130874314,3.8389020962994183
22,1.0,1.0,1.0,39.516592780861146,49.516592780861146,0.8995165927808612,3.789548618810981
23,1.0,1.0,1.0,34.86846078411076,44.86846078411076,0.8948684607841108,3.547806355865732
24,1.0,1.0,1.0,39.154107194878236,49.154107194878236,0.8991541071948782,3.7665998373186125
25,1.0,1.0,1.0,27.845499188943904,37.845499188943904,0.887845499188944,3.181795986696179
26,1.0,1.0,1.0,25.87069265842837,35.87069265842837,0.8858706926584284,3.0742552330830297
27,1.0,1.0,1.0,25.130894499562334,35.13089449956233,0.8851308944995624,3.0322289314353874
28,1.0,1.0,1.0,43.82224860556505,53.82224860556505,0.903822248605565,3.9999800256686697
29,1.0,1.0,1.0,49.37673002293889,59.37673002293889,0.909376730022939,4.292409938813137
