,true,HMC,BFGS,SQP
0,0.5,0.4884986018970041,0.03459874479863528,0.5240585307876692
1,0.5,0.5055388488093694,0.49905781085198797,0.7322435156360165
2,0.2,0.4070164802105136,0.021562004576378944,0.33839779261489245
3,0.2,0.14375897797926776,0.49907138072360374,0.7322435156360165
4,0.3,0.23281408848874924,3.9214380635168136e-07,0.3266617772097222
5,0.3,0.1569039828771315,0.49905781085198797,0.7322435156360165
6,1.0,0.999107945207376,0.8923070140438949,0.6910442183339861
7,1.0,0.9965689352292034,1.0661199809004789,0.5995725644377917
8,1.0,0.9989828955854422,0.5112085759298706,1.8248659342632947
9,1.0,1.0032732231469639,0.9990578109066555,0.9197891277048241
10,1.0,0.9990666440878332,0.613759825138427,0.3881903110275271
11,0.25,0.30775443372276573,0.020928913322450074,0.025892726407940388
12,0.25,0.25574555200005916,0.49888411020397394,0.07339844619432159
13,0.25,0.2989010992657723,0.1133552725771439,0.03379142977879904
14,1.0,0.9977282626246691,0.8544571953509216,1.7315872800184502
15,1.0,0.9980125124167565,1.369230007853195,1.0546325842947066
16,1.0,0.9940384854625717,0.9784794741767484,0.36955183886637233
17,1.0,0.9960187705935154,0.680403446297736,1.7979722239234563
18,1.0,0.9979719329176208,1.2475428772355635,0.9358966438469979
19,1.0,0.9952140028857267,1.0696068793558242,0.5280730570911701
20,0.25,0.23679273699363426,0.23646420346256372,0.23594090541191437
21,0.0,0.06063917322905754,0.25176414723759066,0.42477177395711796
