,cluster,store,product,m51,m52,m53,m54,SI,Y
0,1.0,1.0,1.0,22.311542944240493,32.31154294424049,42.31154294424049,52.31154294424049,0.8823115429442405,4.697847706269791
1,1.0,1.0,1.0,40.755522712081095,50.755522712081095,60.755522712081095,70.75552271208109,0.9007555227120811,5.7373661651933965
2,1.0,1.0,1.0,28.69370297194658,38.69370297194658,48.69370297194658,58.69370297194658,0.8886937029719466,5.131368659632086
3,1.0,1.0,1.0,33.48569833095265,43.48569833095265,53.48569833095265,63.48569833095265,0.8934856983309527,5.3868109124940515
4,1.0,1.0,1.0,31.068843736801,41.068843736801,51.068843736801,61.068843736801,0.8910688437368011,5.26538675221411
5,1.0,1.0,1.0,27.258990232000922,37.258990232000926,47.258990232000926,57.258990232000926,0.8872589902320009,5.066770402905034
6,1.0,1.0,1.0,39.388455680466514,49.388455680466514,59.388455680466514,69.38845568046652,0.8993884556804665,5.698393083444678
7,1.0,1.0,1.0,40.64513844118614,50.64513844118614,60.64513844118614,70.64513844118615,0.9006451384411862,5.769261449700794
8,1.0,1.0,1.0,44.10112949799447,54.10112949799447,64.10112949799446,74.10112949799446,0.9041011294979945,5.952331653317055
9,1.0,1.0,1.0,34.27117509918912,44.27117509918912,54.27117509918912,64.27117509918912,0.8942711750991892,5.4442474599706046
10,1.0,1.0,1.0,31.986663751387624,41.986663751387624,51.986663751387624,61.986663751387624,0.8919866637513877,5.32149757420967
11,1.0,1.0,1.0,53.120351922129224,63.120351922129224,73.12035192212923,83.12035192212923,0.9131203519221293,6.4181992605229174
12,1.0,1.0,1.0,52.74698874194156,62.74698874194156,72.74698874194156,82.74698874194156,0.9127469887419416,6.4064667295614415
13,1.0,1.0,1.0,27.8564239513245,37.8564239513245,47.8564239513245,57.8564239513245,0.8878564239513245,5.1181088128359375
14,1.0,1.0,1.0,43.137194065793764,53.137194065793764,63.137194065793764,73.13719406579376,0.9031371940657937,5.902479602044541
15,1.0,1.0,1.0,25.551785841239425,35.55178584123942,45.55178584123942,55.55178584123942,0.8855517858412394,4.98901939689834
16,1.0,1.0,1.0,36.31038699417142,46.31038699417142,56.31038699417142,66.31038699417141,0.8963103869941714,5.541733204655059
17,1.0,1.0,1.0,32.307734233597216,42.307734233597216,52.307734233597216,62.307734233597216,0.8923077342335972,5.334362003917052
18,1.0,1.0,1.0,43.92616103869178,53.92616103869178,63.92616103869178,73.92616103869177,0.9039261610386918,5.938604196976323
19,1.0,1.0,1.0,40.57293834917698,50.57293834917698,60.57293834917698,70.57293834917698,0.900572938349177,5.769836006106572
20,1.0,1.0,1.0,60.89978840428775,70.89978840428775,80.89978840428775,90.89978840428775,0.9208997884042878,6.825117219396446
21,1.0,1.0,1.0,40.419713087431376,50.419713087431376,60.419713087431376,70.41971308743138,0.9004197130874314,5.772831480687844
22,1.0,1.0,1.0,39.516592780861146,49.516592780861146,59.516592780861146,69.51659278086115,0.8995165927808612,5.721493450162824
23,1.0,1.0,1.0,34.86846078411076,44.86846078411076,54.86846078411076,64.86846078411075,0.8948684607841108,5.4770111301211655
24,1.0,1.0,1.0,39.154107194878236,49.154107194878236,59.154107194878236,69.15410719487824,0.8991541071948782,5.695934197726483
25,1.0,1.0,1.0,27.845499188943904,37.845499188943904,47.845499188943904,57.845499188943904,0.887845499188944,5.106634799020829
26,1.0,1.0,1.0,25.87069265842837,35.87069265842837,45.87069265842837,55.87069265842837,0.8858706926584284,4.995508560868912
27,1.0,1.0,1.0,25.130894499562334,35.13089449956233,45.13089449956233,55.13089449956233,0.8851308944995624,4.9513259432036065
28,1.0,1.0,1.0,43.82224860556505,53.82224860556505,63.82224860556505,73.82224860556505,0.903822248605565,5.926662717757866
29,1.0,1.0,1.0,49.37673002293889,59.37673002293889,69.37673002293889,79.37673002293889,0.909376730022939,6.2243513909995345
30,1.0,1.0,1.0,57.726780448116685,67.72678044811668,77.72678044811668,87.72678044811668,0.9177267804481167,6.663083554227164
31,1.0,1.0,1.0,48.788280104918115,58.788280104918115,68.78828010491812,78.78828010491812,0.9087882801049182,6.206335838265859
32,1.0,1.0,1.0,43.317191223642816,53.317191223642816,63.317191223642816,73.31719122364282,0.9033171912236428,5.922458238611523
33,1.0,1.0,1.0,36.93964334504111,46.93964334504111,56.93964334504111,66.93964334504112,0.8969396433450412,5.588832007963814
34,1.0,1.0,1.0,52.40266149850644,62.40266149850644,72.40266149850643,82.40266149850643,0.9124026614985065,6.386742648274181
35,1.0,1.0,1.0,37.843731563297055,47.843731563297055,57.843731563297055,67.84373156329706,0.8978437315632971,5.635962061901725
36,1.0,1.0,1.0,41.559294805918874,51.559294805918874,61.559294805918874,71.55929480591888,0.9015592948059189,5.8244005132653225
37,1.0,1.0,1.0,40.980555277712654,50.980555277712654,60.980555277712654,70.98055527771265,0.9009805552777127,5.793927966535463
38,1.0,1.0,1.0,48.3209584552077,58.3209584552077,68.3209584552077,78.3209584552077,0.9083209584552078,6.174666845037204
39,1.0,1.0,1.0,60.452054180158626,70.45205418015863,80.45205418015863,90.45205418015863,0.9204520541801586,6.805829028729071
40,1.0,1.0,1.0,36.831860773877885,46.831860773877885,56.831860773877885,66.83186077387789,0.8968318607738779,5.588441135524534
41,1.0,1.0,1.0,26.87167088214755,36.871670882147555,46.871670882147555,56.871670882147555,0.8868716708821476,5.062674584505538
42,1.0,1.0,1.0,22.45542540638987,32.45542540638987,42.45542540638987,52.45542540638987,0.8824554254063899,4.820300338181333
43,1.0,1.0,1.0,41.020940823351275,51.020940823351275,61.020940823351275,71.02094082335127,0.9010209408233513,5.78261804461936
44,1.0,1.0,1.0,26.384979189717864,36.38497918971787,46.38497918971787,56.38497918971787,0.8863849791897179,5.025065178576975
45,1.0,1.0,1.0,44.81784877300935,54.81784877300935,64.81784877300935,74.81784877300935,0.9048178487730094,5.9819354768534705
46,1.0,1.0,1.0,37.916712590766885,47.916712590766885,57.916712590766885,67.91671259076689,0.8979167125907669,5.6303975133758675
47,1.0,1.0,1.0,39.08136494481844,49.08136494481844,59.08136494481844,69.08136494481845,0.8990813649448185,5.691403862595919
48,1.0,1.0,1.0,47.02688160758787,57.02688160758787,67.02688160758787,77.02688160758787,0.9070268816075879,6.1052635010740754
49,1.0,1.0,1.0,41.03655058720886,51.03655058720886,61.03655058720886,71.03655058720885,0.9010365505872089,5.797982381699287
50,1.0,1.0,1.0,46.212363835822835,56.212363835822835,66.21236383582283,76.21236383582283,0.9062123638358228,6.06605048425255
51,1.0,1.0,1.0,49.541149695182085,59.541149695182085,69.54114969518209,79.54114969518209,0.9095411496951821,6.240358651082663
52,1.0,1.0,1.0,60.378135215971575,70.37813521597158,80.37813521597158,90.37813521597158,0.9203781352159716,6.80343919949318
53,1.0,1.0,1.0,35.15548784515604,45.15548784515604,55.15548784515604,65.15548784515605,0.8951554878451561,5.502503868842866
54,1.0,1.0,1.0,42.07154898864392,52.07154898864392,62.07154898864392,72.07154898864391,0.902071548988644,5.8530270118160805
55,1.0,1.0,1.0,56.44242156675087,66.44242156675088,76.44242156675088,86.44242156675088,0.9164424215667509,6.597085792117728
56,1.0,1.0,1.0,35.117925978104076,45.117925978104076,55.117925978104076,65.11792597810408,0.8951179259781041,5.4969697919562295
57,1.0,1.0,1.0,39.8217173534704,49.8217173534704,59.8217173534704,69.82171735347039,0.8998217173534704,5.734245408090648
58,1.0,1.0,1.0,44.6891556028312,54.6891556028312,64.68915560283119,74.68915560283119,0.9046891556028313,5.985652893686775
59,1.0,1.0,1.0,42.79872662328809,52.79872662328809,62.79872662328809,72.79872662328809,0.9027987266232881,5.889396992303812
60,1.0,1.0,1.0,33.53350283491146,43.53350283491146,53.53350283491146,63.53350283491146,0.8935335028349115,5.407653769647954
61,1.0,1.0,1.0,34.55939981006321,44.55939981006321,54.55939981006321,64.55939981006321,0.8945593998100633,5.455768349263675
62,1.0,1.0,1.0,38.39910147984894,48.39910147984894,58.39910147984894,68.39910147984894,0.8983991014798489,5.6540875002674325
63,1.0,1.0,1.0,40.378117171441374,50.378117171441374,60.378117171441374,70.37811717144137,0.9003781171714413,5.7582409391533815
64,1.0,1.0,1.0,50.33832958550941,60.33832958550941,70.33832958550941,80.33832958550941,0.9103383295855094,6.277129519119539
65,1.0,1.0,1.0,27.69038829044513,37.69038829044513,47.69038829044513,57.69038829044513,0.8876903882904451,5.105181614881958
66,1.0,1.0,1.0,27.532633501139657,37.53263350113966,47.53263350113966,57.53263350113966,0.8875326335011396,5.086838986091816
67,1.0,1.0,1.0,42.95720550413442,52.95720550413442,62.95720550413442,72.95720550413442,0.9029572055041344,5.88678173066575
68,1.0,1.0,1.0,61.40962401502524,71.40962401502523,81.40962401502523,91.40962401502523,0.9214096240150252,6.849859389738332
69,1.0,1.0,1.0,30.797977322997504,40.797977322997504,50.797977322997504,60.797977322997504,0.8907979773229975,5.27221046313527
70,1.0,1.0,1.0,39.39997620473028,49.39997620473028,59.39997620473028,69.39997620473028,0.8993999762047303,5.710025445550673
71,1.0,1.0,1.0,42.797839136139444,52.797839136139444,62.797839136139444,72.79783913613944,0.9027978391361394,5.88659483920071
