,true,HMC,BFGS,SQP
0,0.5,0.4862046720991289,0.24909928661569336,0.9047436579347578
1,0.5,0.5120243826916986,0.7322435156360165,0.833346971134084
2,0.5,0.5054935653278336,0.5351825419820654,0.044563884093321585
3,0.5,0.5002733645165034,0.38935536904419943,0.8487506742775581
4,0.2,0.4000522346744679,0.24861751319709827,0.9047436579347578
5,0.2,0.4820142927238418,0.7322435156360165,0.833346971134084
6,0.2,0.08707759433166097,0.5351825419820654,0.27748990852517946
7,0.2,0.42455333686135904,0.3964871508520956,0.8487506742775581
8,0.3,0.31931921155228515,0.2375135406295061,0.9047436579347578
9,0.3,0.39102379278995864,0.7322435156360165,0.833346971134084
10,0.3,0.1963774312479546,0.5351825419820654,0.2860947300941157
11,0.3,0.2384447895002289,0.38935536904419943,0.8487506742775581
12,1.0,1.0036065901583335,0.8359970120786785,1.1205886024208895
13,1.0,1.0017730591588299,1.3470493507572725,0.6597030498043197
14,1.0,0.9996219812728591,0.7403844835267966,0.8982699833155614
15,1.0,0.998193922771158,1.2322435156360165,1.333346971134084
16,1.0,0.9961411276099084,1.0351825419820653,1.8663638700985608
17,1.0,0.9954417120969136,0.8893553690441994,1.0171939892233681
18,1.0,0.999833391930584,0.6197006048634893,0.8192149760255163
19,0.25,0.25234739245029364,0.240357137509928,0.5442162143421021
20,0.25,0.3598657097606965,0.7322161696191479,0.4400210445396986
21,0.25,0.31886451996291776,0.5351551959651968,0.09474113852614466
22,0.25,0.3416809268391931,0.3893280230273308,0.47035932834717264
23,0.25,0.22787286286439296,0.11967325884662067,0.1880724023563566
24,1.0,1.008217024405946,0.8362944604670836,0.0009685796593028025
25,1.0,1.001993023704491,1.3219820476349977,0.8542772783407765
26,1.0,1.0017610998040785,1.1272237724621343,2.4059304190473765
27,1.0,1.000130130924565,0.9830990378676426,0.876792348868198
28,1.0,0.9987457989768809,0.7178433371465118,0.5471272327994943
29,1.0,1.0025268861268348,0.628938412768066,0.8163171655530659
30,1.0,1.0025667045795155,1.3127512665331857,1.4943356205559966
31,1.0,1.0023288733970281,0.6915547439072082,1.52055353250328
32,1.0,1.0043445211214699,0.8156855589675825,1.0247352286198672
33,1.0,1.0006971366721162,1.0568997078173918,0.2568711027249542
34,0.25,0.2510134768713598,0.2508726577056088,0.2516496275303685
35,0.0,0.08144455653626687,0.250287253501597,0.4908550693706759
