,true,HMC,BFGS,SQP
0,0.5,0.4893059238292613,0.24669123277770819,0.5880145188953979
1,0.5,0.48910382351149156,0.7322435156360165,0.6991087476815825
2,0.2,0.37375925817989647,0.39206062297399263,0.5880145188953979
3,0.2,0.37836168376444573,0.7322435156360165,0.6991087476815825
4,0.3,0.17836283941329578,0.2134478964466841,0.5880145188953979
5,0.3,0.20070656546581797,0.7322435156360165,0.6991087476815825
6,1.0,0.9776805236871123,0.7847221642567808,1.2681876516351251
7,1.0,0.9755765731757108,1.404893803261897,1.3625292800167128
8,1.0,1.0003848632363448,0.7403844835267966,1.088014518895398
9,1.0,1.0017295744840446,1.2320406395476564,1.1991087476815825
10,1.0,0.9997228591982485,1.0349796658937052,0.688151960038506
11,0.25,0.2403550837919526,0.2445185647927646,0.5880145188953979
12,0.25,0.2442076089119108,0.7324602193099006,0.6991087476815825
13,0.25,0.2826028358907476,0.5355707132898538,0.18815196003850598
14,1.0,0.9757246930517679,0.7860430504295894,1.26818765163508
15,1.0,0.9794935652544307,1.2727586529579384,1.2734826971751285
16,1.0,0.9762128822842076,1.0740965810495513,0.0001196260546128986
17,1.0,0.9754534170179194,1.0187224178403007,0.9217498478960362
18,1.0,0.9799838308918896,0.8208161006745167,0.8472127298385156
19,1.0,0.9779947679033877,0.6282883265291338,0.753643143673521
20,0.25,0.2469306193673666,0.24691835620115993,0.24679856230572517
21,0.0,0.06627967787056913,0.27394810997241364,0.35144008298055135
